v_mp
0.0
0.0
0.0
0.0
39.67748618807758
45.72230641318761
50.88364414359997
51.62098202845173
51.288735073605444
50.75902587299966
50.30919252269693
50.06345341157192
50.08881815891744
50.38298502746995
50.87160890349761
51.41318094995572
51.66464969000135
50.413433139795735
41.51468115882854
0.0
0.0
0.0
0.0
0.0
